ActivityStartDate,MonitoringLocationIdentifier,CharacteristicName,ResultMeasureValue,AU,Impaired,Segment,TMDL,geometry,USGSSite_No,Flow
2012-12-12,TCEQMAIN-12791,Escherichia coli,140,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,184
2015-08-06,TCEQMAIN-10140,Escherichia coli,17,0211_01,N,0211,0,"c(-97.9898, 33.8951)",NA,NA
2014-06-05,TCEQMAIN-10894,Escherichia coli,8,0802_01,N,0802,0,"c(-94.8183, 30.0575)",USGS-08067000,NA
2014-12-03,TCEQMAIN-12790,Escherichia coli,130,1901_01,N,1901,1,"c(-97.214, 28.6132)",NA,NA
2012-03-07,TCEQMAIN-16076,Escherichia coli,25,0612_03,Y,0612,0,"c(-94.4612, 31.8585)",NA,NA
2015-02-03,TCEQMAIN-11954,Escherichia coli,47,1226_01,N,1226,0,"c(-97.5072, 31.6786)",NA,NA
2018-07-12,TCEQMAIN-15847,Escherichia coli,1200,1014K_01,Y,1014K,1,"c(-95.618, 29.7772)",USGS-08073500,1320
2015-09-22,TCEQMAIN-12673,Escherichia coli,210,1815_01,N,1815,0,"c(-98.0948, 29.9915)",USGS-08171000,46.2
2013-10-01,TCEQMAIN-12383,Escherichia coli,25,1415_01,N,1415,0,"c(-98.485, 30.6816)",NA,NA
2015-11-05,TCEQMAIN-11489,Escherichia coli,150,1110_01,Y,1110,0,"c(-95.4814, 29.1256)",NA,NA
2014-01-16,TCEQMAIN-16667,Escherichia coli,130,1006D_01,Y,1006D,1,"c(-95.2705, 29.8416)",NA,NA
2012-07-02,TCEQMAIN-15878,Escherichia coli,3300,1007D_03,Y,1007D,1,"c(-95.3039, 29.6633)",USGS-08075500,NA
2012-11-21,TCEQMAIN-16625,Escherichia coli,88,1011_01,Y,1011,1,"c(-95.2226, 30.3133)",NA,NA
2014-11-17,TCEQMAIN-16666,Escherichia coli,5200,1006I_01,Y,1006I,1,"c(-95.2496, 29.844)",NA,NA
2017-02-07,TCEQMAIN-11925,Escherichia coli,110,1259_01,Y,1259,0,"c(-97.6426, 31.3358)",NA,NA
2014-08-25,TCEQMAIN-11371,Escherichia coli,120,1016_02,Y,1016,1,"c(-95.3067, 29.9183)",USGS-08076000,29.4
2014-02-24,TCEQMAIN-13560,Escherichia coli,42,2304_09,Y,2304,0,"c(-100.8761, 29.2919)",NA,NA
2014-04-23,TCEQMAIN-13228,Escherichia coli,460,2306_06,N,2306,0,"c(-103.5542, 29.1667)",NA,NA
2014-03-28,TCEQMAIN-18828,Escherichia coli,270,1218_02,Y,1218,0,"c(-97.7022, 31.1081)",NA,NA
2016-02-29,TCEQMAIN-16662,Escherichia coli,130,1006F_01,Y,1006F,1,"c(-95.1893, 29.8058)",NA,NA
2016-10-03,TCEQMAIN-10032,Escherichia coli,70,0101_01,N,0101,0,"c(-100.3706, 35.9355)",USGS-07228000,37.8
2014-02-11,TCEQMAIN-10399,Escherichia coli,93,0503_03,N,0503,0,"c(-93.519, 31.0644)",USGS-08026000,947
2012-03-27,TCEQMAIN-11846,Escherichia coli,280,1202_02,N,1202,0,"c(-95.7575, 29.5822)",USGS-08114000,43000
2014-11-12,TCEQMAIN-15120,Escherichia coli,230,0214A_01,N,0214A,0,"c(-98.9052, 33.906)",USGS-07312200,1.17
2014-12-09,TCEQMAIN-10114,Escherichia coli,46,0202E_01,Y,0202E,0,"c(-96.573, 33.6007)",NA,NA
2017-12-12,TCEQMAIN-11925,Escherichia coli,120,1259_01,Y,1259,0,"c(-97.6426, 31.3358)",NA,NA
2016-09-14,TCEQMAIN-10397,Escherichia coli,59,0502_02,N,0502,0,"c(-93.7437, 30.3037)",USGS-08030500,8060
2013-03-20,TCEQMAIN-18735,Escherichia coli,220,1911B_01,Y,1911B,1,"c(-98.5148, 29.4149)",NA,NA
2016-01-13,TCEQMAIN-12879,Escherichia coli,89,1911_01,N,1911,1,"c(-98.0644, 28.9515)",USGS-08183500,327
2013-04-23,TCEQMAIN-13239,Escherichia coli,38,2309_02,N,2309,0,"c(-100.9978, 29.9)",NA,NA
2013-05-07,TCEQMAIN-16000,Escherichia coli,86,0206B_01,Y,0206B,0,"c(-99.8227, 34.3137)",NA,NA
2018-02-14,TCEQMAIN-15343,Escherichia coli,930,0602_01,N,0602,0,"c(-94.117, 30.2157)",NA,NA
2015-04-08,TCEQMAIN-10032,Escherichia coli,96,0101_01,N,0101,0,"c(-100.3706, 35.9355)",USGS-07228000,44
2012-06-13,TCEQMAIN-10398,Escherichia coli,110,0503_01,N,0503,0,"c(-93.608, 30.7465)",USGS-08028500,3880
2013-05-21,TCEQMAIN-16782,Escherichia coli,30,1257_01,N,1257,0,"c(-97.2313, 31.6923)",NA,NA
2016-01-28,TCEQMAIN-10630,Escherichia coli,99,0611_02,N,0611,0,"c(-94.9527, 31.6716)",USGS-08036500,970
2014-06-18,TCEQMAIN-10468,Escherichia coli,86,0514_01,Y,0514,0,"c(-95.092, 32.603)",USGS-08019500,24.6
2015-08-27,TCEQMAIN-21008,Escherichia coli,880,1006_03,N,1006,0,"c(-95.2128, 29.8053)",NA,NA
2015-06-24,TCEQMAIN-12791,Escherichia coli,710,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,2790
2017-10-26,TCEQMAIN-11334,Escherichia coli,330,1010_04,Y,1010,1,"c(-95.1921, 30.1488)",NA,NA
2014-04-03,TCEQMAIN-20461,Escherichia coli,52,1008A_01,N,1008A,0,"c(-95.6304, 30.1568)",NA,NA
2015-12-23,TCEQMAIN-20539,Escherichia coli,39,1901F_01,Y,1901F,0,"c(-97.7722, 28.9203)",USGS-08186500,0.01
2014-08-20,TCEQMAIN-11396,Escherichia coli,140,1017_01,Y,1017,1,"c(-95.5606, 29.8906)",NA,NA
2016-10-04,TCEQMAIN-14937,Escherichia coli,150,1803C_01,Y,1803C,0,"c(-97.3138, 29.5081)",NA,NA
2017-07-20,TCEQMAIN-11309,Escherichia coli,4600,1007B_01,Y,1007B,1,"c(-95.3566, 29.7097)",USGS-08075000,271
2017-01-10,TCEQMAIN-10474,Escherichia coli,610,0611B_01,Y,0611B,0,"c(-94.6554, 31.5189)",NA,NA
2013-01-15,TCEQMAIN-11250,Escherichia coli,240,1004_02,Y,1004,1,"c(-95.5114, 30.3142)",NA,NA
2012-08-07,TCEQMAIN-11081,Escherichia coli,37,0841_01,Y,0841,1,"c(-96.995, 32.7629)",USGS-08049500,149
2018-08-16,TCEQMAIN-10633,Escherichia coli,96,0611_03,N,0611,0,"c(-94.9448, 31.8263)",NA,NA
2016-01-21,TCEQMAIN-16663,Escherichia coli,2000,1006H_01,Y,1006H,1,"c(-95.2141, 29.8166)",NA,NA
2016-03-01,TCEQMAIN-11963,Escherichia coli,290,1255_01,Y,1255,0,"c(-98.184, 32.1931)",NA,NA
2014-04-08,TCEQMAIN-16597,Escherichia coli,220,1014M_01,Y,1014M,1,"c(-95.4731, 29.779)",NA,NA
2018-06-05,TCEQMAIN-11484,Escherichia coli,110,1108_01,Y,1108,0,"c(-95.3232, 29.3711)",USGS-08078000,10.6
2018-03-15,TCEQMAIN-20742,Escherichia coli,6,1804A_01,Y,1804A,0,"c(-97.9908, 29.6713)",NA,NA
2016-10-10,TCEQMAIN-11956,Escherichia coli,6,1226_02,N,1226,0,"c(-97.5675, 31.7859)",USGS-08095000,34.5
2012-05-02,TCEQMAIN-10218,Escherichia coli,10,0303_04,N,0303,0,"c(-95.0612, 33.3916)",NA,NA
2017-03-15,TCEQMAIN-12177,Escherichia coli,58,1418A_02,N,1418A,0,"c(-99.3262, 31.8731)",NA,NA
2015-12-10,TCEQMAIN-12857,Escherichia coli,61,1908_02,N,1908,0,"c(-98.7541, 29.8148)",NA,NA
2013-10-01,TCEQMAIN-20905,Escherichia coli,54,1221_05,N,1221,0,"c(-98.1057, 31.7869)",USGS-08100000,0
2012-08-15,TCEQMAIN-12578,Escherichia coli,24,1802_01,N,1802,0,"c(-96.8842, 28.5058)",USGS-08188800,406
2012-11-28,TCEQMAIN-10969,Escherichia coli,99,0810_01,Y,0810,0,"c(-97.5584, 33.0857)",USGS-08044500,0.11
2014-09-09,TCEQMAIN-10120,Escherichia coli,100,0202D_01,N,0202D,0,"c(-95.548, 33.7319)",USGS-07335600,NA
2014-07-02,TCEQMAIN-20311,Escherichia coli,24,0822B_01,Y,0822B,1,"c(-96.9581, 32.9503)",NA,NA
2016-11-09,TCEQMAIN-11360,Escherichia coli,1700,1014_01,Y,1014,1,"c(-95.5574, 29.7625)",USGS-08073600,1100
2013-10-07,TCEQMAIN-10070,Escherichia coli,490,0299A_01,Y,0299A,0,"c(-100.1209, 35.4758)",USGS-07301410,0.02
2013-08-21,TCEQMAIN-11334,Escherichia coli,200,1010_04,Y,1010,1,"c(-95.1921, 30.1488)",NA,NA
2017-07-24,TCEQMAIN-17487,Escherichia coli,85,1113D_01,Y,1113D,1,"c(-95.1061, 29.6614)",NA,NA
2018-01-03,TCEQMAIN-12735,Escherichia coli,73,1912A_01,N,1912A,0,"c(-98.6673, 29.3907)",NA,NA
2015-08-24,TCEQMAIN-14198,Escherichia coli,6,1906_01,N,1906,0,"c(-98.522, 29.2741)",NA,NA
2016-03-16,TCEQMAIN-11155,Escherichia coli,1600,1017C_01,Y,1017C,1,"c(-95.4668, 29.8631)",NA,NA
2012-08-14,TCEQMAIN-15855,Escherichia coli,3100,1007B_01,Y,1007B,1,"c(-95.4397, 29.6904)",NA,NA
2018-02-08,TCEQMAIN-16653,Escherichia coli,20000,1007G_01,Y,1007G,1,"c(-95.3194, 29.7066)",NA,NA
2014-07-15,TCEQMAIN-12618,Escherichia coli,4,1806_11,N,1806,1,"c(-99.1649, 30.0537)",USGS-08166200,15.4
2016-11-22,TCEQMAIN-11376,Escherichia coli,1400,1016_01,Y,1016,1,"c(-95.4434, 29.9423)",NA,NA
2013-05-02,TCEQMAIN-20731,Escherichia coli,340,1004J_01,Y,1004J,0,"c(-95.5078, 30.3215)",NA,NA
2015-02-10,TCEQMAIN-10430,Escherichia coli,66,0506_03,N,0506,0,"c(-95.4857, 32.6129)",USGS-08018500,55.3
2018-04-25,TCEQMAIN-10919,Escherichia coli,82,0804_04,N,0804,0,"c(-95.7896, 31.6483)",USGS-08065000,2160
2017-08-08,TCEQMAIN-12466,Escherichia coli,1000,1428_01,N,1428,0,"c(-97.5206, 30.2295)",NA,NA
2015-10-15,TCEQMAIN-11157,Escherichia coli,910,1017F_01,Y,1017F,1,"c(-95.535, 29.8808)",NA,NA
2018-01-02,TCEQMAIN-12177,Escherichia coli,10,1418A_02,N,1418A,0,"c(-99.3262, 31.8731)",NA,NA
2012-09-25,TCEQMAIN-17676,Escherichia coli,69,0841F_01,Y,0841F,1,"c(-97.0196, 32.7203)",NA,NA
2013-07-09,TCEQMAIN-12653,Escherichia coli,370,1811_01,Y,1811,0,"c(-98.125, 29.709)",USGS-08168710,174
2017-07-26,TCEQMAIN-11333,Escherichia coli,250,1009_01,Y,1009,1,"c(-95.7175, 29.9589)",USGS-08068740,6.91
2016-11-09,TCEQMAIN-12881,Escherichia coli,7700,1911_03,Y,1911,1,"c(-98.1741, 29.1102)",USGS-08183200,1190
2012-06-15,TCEQMAIN-17431,Escherichia coli,400,1003_03,Y,1003,1,"c(-95.1913, 30.5669)",USGS-08069800,NA
2016-02-25,TCEQMAIN-17481,Escherichia coli,410,1009D_01,Y,1009D,1,"c(-95.508, 30.0329)",NA,NA
2016-07-05,TCEQMAIN-16611,Escherichia coli,560,1101A_01,Y,1101A,1,"c(-95.1565, 29.4937)",NA,NA
2012-02-15,TCEQMAIN-12436,Escherichia coli,64,1427_01,N,1427,0,"c(-97.6889, 30.178)",USGS-08159000,14
2017-06-21,TCEQMAIN-12897,Escherichia coli,40,1911_07,N,1911,1,"c(-98.4489, 29.3195)",USGS-08178565,16
2017-02-13,TCEQMAIN-11362,Escherichia coli,760,1014_01,Y,1014,1,"c(-95.6056, 29.7618)",USGS-08073500,84.9
2016-10-19,TCEQMAIN-12881,Escherichia coli,91,1911_03,Y,1911,1,"c(-98.1741, 29.1102)",USGS-08183200,458
2014-02-27,TCEQMAIN-11314,Escherichia coli,16000,1008_02,Y,1008,1,"c(-95.6458, 30.1189)",USGS-08068275,468
2015-05-19,TCEQMAIN-16396,Escherichia coli,1000,1242D_01,Y,1242D,0,"c(-96.4517, 30.644)",NA,NA
2018-07-30,TCEQMAIN-10585,Escherichia coli,13,0604_01,N,0604,0,"c(-94.3995, 31.0247)",USGS-08033500,95
2015-12-07,TCEQMAIN-13560,Escherichia coli,150,2304_09,Y,2304,0,"c(-100.8761, 29.2919)",NA,NA
2015-01-27,TCEQMAIN-10597,Escherichia coli,210,0606_02,Y,0606,0,"c(-95.4738, 32.3741)",NA,NA
2012-09-11,TCEQMAIN-20118,Escherichia coli,290,1911_09,Y,1911,1,"c(-98.4922, 29.4268)",USGS-08177700,0.05
2018-01-23,TCEQMAIN-11127,Escherichia coli,3300,1006D_01,Y,1006D,1,"c(-95.2844, 29.8498)",NA,NA
2015-04-07,TCEQMAIN-20470,Escherichia coli,100,1803_03,N,1803,0,"c(-97.3033, 29.3144)",USGS-08174700,NA
2016-08-25,TCEQMAIN-12108,Escherichia coli,55,1248_01,N,1248,0,"c(-97.6779, 30.6452)",NA,NA
2018-06-11,TCEQMAIN-10247,Escherichia coli,170,0410_04,N,0410,0,"c(-94.5164, 33.0009)",NA,NA
2018-08-22,TCEQMAIN-17676,Escherichia coli,610,0841F_01,Y,0841F,1,"c(-97.0196, 32.7203)",NA,NA
2013-01-16,TCEQMAIN-15839,Escherichia coli,9,2304_06,N,2304,0,"c(-99.7536, 27.7017)",NA,NA
2014-07-30,TCEQMAIN-14256,Escherichia coli,160,1911_09,Y,1911,1,"c(-98.4947, 29.3931)",USGS-08178000,22.3
2017-12-14,TCEQMAIN-21547,Escherichia coli,230,1911_08,Y,1911,1,"c(-98.4749, 29.3697)",NA,NA
2012-06-06,TCEQMAIN-17379,Escherichia coli,150,1221F_01,N,1221F,0,"c(-98.4367, 31.9731)",NA,NA
2013-06-04,TCEQMAIN-18828,Escherichia coli,140,1218_02,Y,1218,0,"c(-97.7022, 31.1081)",NA,NA
2016-06-15,TCEQMAIN-17482,Escherichia coli,1200,1014E_01,Y,1014E,1,"c(-95.6446, 29.866)",USGS-08072760,35.9
2014-07-21,TCEQMAIN-15831,Escherichia coli,290,1017_02,Y,1017,1,"c(-95.4608, 29.8466)",NA,NA
2017-05-11,TCEQMAIN-11576,Escherichia coli,62,1202K_01,Y,1202K,0,"c(-96.2051, 29.881)",USGS-08111700,26.2
2016-09-08,TCEQMAIN-16243,Escherichia coli,180,1806_06,N,1806,1,"c(-99.1416, 30.0448)",USGS-08166200,104
2015-07-27,TCEQMAIN-13202,Escherichia coli,11,2304_04,N,2304,0,"c(-99.5239, 27.5231)",NA,NA
2015-11-18,TCEQMAIN-12556,Escherichia coli,180,1810_02,Y,1810,0,"c(-97.6021, 29.7601)",NA,NA
2016-10-05,TCEQMAIN-12803,Escherichia coli,930,1902_03,Y,1902,0,"c(-97.995, 29.17)",NA,NA
2018-07-17,TCEQMAIN-21436,Escherichia coli,210,1218D_01,Y,1218D,0,"c(-97.6894, 31.1052)",NA,NA
2017-02-27,TCEQMAIN-15878,Escherichia coli,150,1007D_03,Y,1007D,1,"c(-95.3039, 29.6633)",USGS-08075500,NA
2012-10-30,TCEQMAIN-12507,Escherichia coli,97,1431_01,N,1431,0,"c(-98.8773, 31.6423)",NA,NA
2018-05-30,TCEQMAIN-14211,Escherichia coli,160,1902_02,Y,1902,0,"c(-97.919, 29.017)",USGS-08186000,24.8
2015-12-09,TCEQMAIN-12549,Escherichia coli,190,1806E_01,Y,1806E,1,"c(-99.1487, 30.0514)",NA,NA
2018-05-03,TCEQMAIN-20905,Escherichia coli,370,1221_05,N,1221,0,"c(-98.1057, 31.7869)",USGS-08100000,15.8
2013-01-31,TCEQMAIN-11133,Escherichia coli,770,1007D_02,Y,1007D,1,"c(-95.3561, 29.6483)",NA,NA
2018-01-29,TCEQMAIN-16675,Escherichia coli,520,1013C_01,Y,1013C,1,"c(-95.3835, 29.7645)",USGS-08074000,NA
2018-05-16,TCEQMAIN-11235,Escherichia coli,38,1003_01,Y,1003,1,"c(-95.1246, 30.1453)",USGS-08070200,51.1
2012-03-05,TCEQMAIN-12596,Escherichia coli,35,1804_04,N,1804,0,"c(-98.079, 29.673)",NA,NA
2015-10-07,TCEQMAIN-17066,Escherichia coli,44,1911_08,Y,1911,1,"c(-98.4895, 29.3799)",NA,NA
2016-03-14,TCEQMAIN-17173,Escherichia coli,400,0841I_01,Y,0841I,0,"c(-96.9947, 32.8034)",NA,NA
2012-12-18,TCEQMAIN-20801,Escherichia coli,32,0229_02,N,0229,0,"c(-101.7478, 35.0486)",NA,NA
2013-12-03,TCEQMAIN-12605,Escherichia coli,23,1806_02,N,1806,1,"c(-98.926, 29.9492)",NA,NA
2014-10-28,TCEQMAIN-13778,Escherichia coli,280,1016_02,Y,1016,1,"c(-95.4145, 29.9551)",USGS-08075900,18.2
2016-12-07,TCEQMAIN-12791,Escherichia coli,12000,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,10100
2018-10-24,TCEQMAIN-12881,Escherichia coli,230,1911_03,Y,1911,1,"c(-98.1741, 29.1102)",USGS-08183200,939
2013-02-18,TCEQMAIN-16662,Escherichia coli,280,1006F_01,Y,1006F,1,"c(-95.1893, 29.8058)",NA,NA
2013-08-06,TCEQMAIN-15847,Escherichia coli,72,1014K_01,Y,1014K,1,"c(-95.618, 29.7772)",USGS-08073500,51.5
2013-01-22,TCEQMAIN-12911,Escherichia coli,610,1911_09,Y,1911,1,"c(-98.4694, 29.4634)",USGS-08177700,0.2
2014-07-30,TCEQMAIN-11337,Escherichia coli,20,1011_01,Y,1011,1,"c(-95.1683, 30.2328)",USGS-08071000,9.46
2017-07-12,TCEQMAIN-10340,Escherichia coli,34,0503_02,N,0503,0,"c(-93.509, 30.8683)",NA,NA
2013-02-27,TCEQMAIN-11125,Escherichia coli,300,1016A_03,Y,1016A,1,"c(-95.2341, 29.9339)",USGS-08076180,11.1
2012-03-12,TCEQMAIN-11992,Escherichia coli,24,1232_03,N,1232,0,"c(-99.6695, 32.6901)",USGS-08084000,2.18
2012-11-15,TCEQMAIN-17495,Escherichia coli,39,1016_01,Y,1016,1,"c(-95.5368, 29.9505)",USGS-08075780,NA
2012-11-20,TCEQMAIN-16663,Escherichia coli,200,1006H_01,Y,1006H,1,"c(-95.2141, 29.8166)",NA,NA
2017-09-27,TCEQMAIN-10429,Escherichia coli,41,0506_02,N,0506,0,"c(-95.2068, 32.5597)",USGS-08019200,62.5
2017-02-01,TCEQMAIN-16649,Escherichia coli,97,1007O_01,Y,1007O,1,"c(-95.3223, 29.7652)",NA,NA
2014-07-09,TCEQMAIN-16675,Escherichia coli,4600,1013C_01,Y,1013C,1,"c(-95.3835, 29.7645)",USGS-08074000,NA
2013-11-13,TCEQMAIN-13230,Escherichia coli,91,2307_01,N,2307,0,"c(-104.4521, 29.6037)",USGS-08371500,NA
2012-09-17,TCEQMAIN-18865,Escherichia coli,2400,1911_09,Y,1911,1,"c(-98.4878, 29.4317)",USGS-08177700,14
2016-07-18,TCEQMAIN-12911,Escherichia coli,2000,1911_09,Y,1911,1,"c(-98.4694, 29.4634)",USGS-08177700,0.14
2018-11-05,TCEQMAIN-10145,Escherichia coli,140,0214_01,N,0214,0,"c(-98.295, 34.0563)",USGS-07312700,NA
2015-03-17,TCEQMAIN-12517,Escherichia coli,180,1502_01,N,1502,0,"c(-96.1712, 28.9281)",USGS-08162600,25.9
2013-02-27,TCEQMAIN-14211,Escherichia coli,72,1902_02,Y,1902,0,"c(-97.919, 29.017)",USGS-08186000,23.2
2012-03-07,TCEQMAIN-12897,Escherichia coli,86,1911_07,N,1911,1,"c(-98.4489, 29.3195)",USGS-08178565,40.7
2014-11-19,TCEQMAIN-16635,Escherichia coli,38,1004D_01,N,1004D,1,"c(-95.391, 30.213)",NA,NA
2016-08-30,TCEQMAIN-13560,Escherichia coli,24000,2304_09,Y,2304,0,"c(-100.8761, 29.2919)",NA,NA
2018-02-13,TCEQMAIN-16655,Escherichia coli,1300,1007N_01,Y,1007N,1,"c(-95.3768, 29.6425)",NA,NA
2017-10-26,TCEQMAIN-11888,Escherichia coli,40,1213_01,N,1213,0,"c(-96.9473, 30.8358)",USGS-08106500,148
2015-03-18,TCEQMAIN-11128,Escherichia coli,2400,1007R_04,Y,1007R,1,"c(-95.2278, 29.7717)",NA,NA
2016-01-27,TCEQMAIN-17679,Escherichia coli,37,0841K_01,Y,0841K,1,"c(-96.9853, 32.6923)",NA,NA
2018-03-13,TCEQMAIN-16594,Escherichia coli,1400,1017A_01,Y,1017A,1,"c(-95.4765, 29.8267)",USGS-08074250,NA
2013-10-16,TCEQMAIN-17066,Escherichia coli,4200,1911_08,Y,1911,1,"c(-98.4895, 29.3799)",NA,NA
2016-10-03,TCEQMAIN-10602,Escherichia coli,74,0607_02,N,0607,0,"c(-94.1861, 30.1789)",USGS-08041749,NA
2018-10-09,TCEQMAIN-12214,Escherichia coli,71,1406A_01,N,1406A,0,"c(-98.4719, 30.5584)",USGS-08152000,17.9
2019-01-09,TCEQMAIN-10429,Escherichia coli,91,0506_02,N,0506,0,"c(-95.2068, 32.5597)",USGS-08019200,NA
2015-03-04,TCEQMAIN-20462,Escherichia coli,240,1008I_01,Y,1008I,0,"c(-95.6891, 30.117)",NA,NA
2017-06-07,TCEQMAIN-12596,Escherichia coli,32,1804_04,N,1804,0,"c(-98.079, 29.673)",NA,NA
2015-07-21,TCEQMAIN-17484,Escherichia coli,20,1014A_01,Y,1014A,1,"c(-95.691, 29.8451)",USGS-08072730,3.16
2012-01-12,TCEQMAIN-12147,Escherichia coli,1300,1302_01,Y,1302,0,"c(-95.8933, 29.3131)",USGS-08117500,2180
2016-08-01,TCEQMAIN-12409,Escherichia coli,30,1421_07,N,1421,0,"c(-100.4108, 31.4534)",USGS-08136000,5.62
2012-06-27,TCEQMAIN-10853,Escherichia coli,580,0809A_01,N,0809A,0,"c(-97.583, 32.9456)",USGS-08044800,0.07
2013-08-14,TCEQMAIN-12791,Escherichia coli,73,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,107
2017-04-25,TCEQMAIN-11877,Escherichia coli,290,1209_05,Y,1209,1,"c(-96.2989, 31.1694)",USGS-08110500,106
2016-10-04,TCEQMAIN-16805,Escherichia coli,20,1402H_01,N,1402H,0,"c(-96.4375, 29.5357)",NA,NA
2012-08-08,TCEQMAIN-12290,Escherichia coli,17,1402_06,N,1402,0,"c(-96.5475, 29.7131)",NA,NA
2015-06-10,TCEQMAIN-16665,Escherichia coli,500,1006J_01,Y,1006J,1,"c(-95.3227, 29.8664)",USGS-08076500,12.5
2013-06-04,TCEQMAIN-11905,Escherichia coli,120,1218_02,Y,1218,0,"c(-97.5275, 31.0767)",NA,NA
2015-11-03,TCEQMAIN-16096,Escherichia coli,2000,0604D_02,Y,0604D,0,"c(-95.1309, 31.2001)",NA,NA
2012-03-14,TCEQMAIN-14211,Escherichia coli,120,1902_02,Y,1902,0,"c(-97.919, 29.017)",USGS-08186000,86.9
2015-08-04,TCEQMAIN-20451,Escherichia coli,63,1010C_01,Y,1010C,1,"c(-95.2493, 30.2194)",NA,NA
2015-08-11,TCEQMAIN-20462,Escherichia coli,52,1008I_01,Y,1008I,0,"c(-95.6891, 30.117)",NA,NA
2015-11-18,TCEQMAIN-12897,Escherichia coli,250,1911_07,N,1911,1,"c(-98.4489, 29.3195)",USGS-08178565,36.6
2012-06-12,TCEQMAIN-12358,Escherichia coli,110,1410_03,N,1410,0,"c(-99.1622, 31.4679)",NA,NA
2014-10-10,TCEQMAIN-17226,Escherichia coli,49000,1255_02,Y,1255,0,"c(-98.2039, 32.235)",NA,NA
2017-10-25,TCEQMAIN-10415,Escherichia coli,30,0505_01,N,0505,0,"c(-94.2019, 32.1252)",NA,NA
2012-02-22,TCEQMAIN-12977,Escherichia coli,1600,2106_02,Y,2106,0,"c(-98.19, 28.4623)",NA,NA
2016-02-09,TCEQMAIN-21016,Escherichia coli,7,1217G_01,N,1217G,0,"c(-97.8887, 31.0063)",NA,NA
2015-07-15,TCEQMAIN-10112,Escherichia coli,290,0202F_02,Y,0202F,0,"c(-96.5767, 33.5851)",NA,NA
2013-09-10,TCEQMAIN-12640,Escherichia coli,130,1810_01,Y,1810,0,"c(-97.6019, 29.6573)",NA,NA
2018-12-13,TCEQMAIN-10465,Escherichia coli,400,0513_01,Y,0513,0,"c(-93.794, 30.6052)",NA,NA
2013-09-09,TCEQMAIN-12570,Escherichia coli,520,1811A_01,Y,1811A,0,"c(-98.1294, 29.703)",USGS-08168797,0
2015-04-09,TCEQMAIN-11356,Escherichia coli,730,1014_01,Y,1014,1,"c(-95.5008, 29.7603)",NA,NA
2018-02-05,TCEQMAIN-11124,Escherichia coli,1200,1016C_01,Y,1016C,1,"c(-95.3472, 29.9169)",NA,NA
2012-03-27,TCEQMAIN-12608,Escherichia coli,77,1806_02,N,1806,1,"c(-99.042, 29.946)",NA,NA
2017-02-13,TCEQMAIN-11354,Escherichia coli,540,1014_01,Y,1014,1,"c(-95.4582, 29.7645)",NA,NA
2014-06-24,TCEQMAIN-18190,Escherichia coli,260,1602B_01,Y,1602B,1,"c(-96.9743, 29.3609)",NA,NA
2016-03-09,TCEQMAIN-12647,Escherichia coli,48000,1810_02,Y,1810,0,"c(-97.6153, 29.8653)",NA,NA
2012-05-09,TCEQMAIN-20723,Escherichia coli,41,1302E_01,N,1302E,0,"c(-95.7208, 29.16)",NA,NA
2012-03-22,TCEQMAIN-11187,Escherichia coli,760,1002B_01,N,1002B,0,"c(-95.0997, 30.0558)",NA,NA
2018-11-05,TCEQMAIN-16648,Escherichia coli,3000,1013A_01,Y,1013A,1,"c(-95.3704, 29.7796)",USGS-08074540,NA
2014-03-19,TCEQMAIN-10132,Escherichia coli,3500,0204_01,N,0204,0,"c(-97.1598, 33.7271)",USGS-07316000,273
2015-03-11,TCEQMAIN-12791,Escherichia coli,250,1901_02,Y,1901,1,"c(-97.3848, 28.6498)",USGS-08188500,740
2015-04-07,TCEQMAIN-12616,Escherichia coli,37,1806_05,N,1806,1,"c(-99.1376, 30.0354)",NA,NA
2012-02-02,TCEQMAIN-12383,Escherichia coli,18,1415_01,N,1415,0,"c(-98.485, 30.6816)",NA,NA
2018-04-04,TCEQMAIN-11913,Escherichia coli,2000,1218_02,Y,1218,0,"c(-97.6717, 31.0994)",NA,NA
2016-01-04,TCEQMAIN-16653,Escherichia coli,2000,1007G_01,Y,1007G,1,"c(-95.3194, 29.7066)",NA,NA
2014-01-08,TCEQMAIN-11425,Escherichia coli,160,1102A_02,Y,1102A,1,"c(-95.1903, 29.518)",NA,NA
2012-06-12,TCEQMAIN-12794,Escherichia coli,32,1901_04,Y,1901,1,"c(-97.7371, 28.8487)",USGS-08188060,166
2012-09-11,TCEQMAIN-11961,Escherichia coli,12,1226_04,N,1226,0,"c(-98.035, 31.9772)",USGS-08094800,NA
2018-02-20,TCEQMAIN-16666,Escherichia coli,910,1006I_01,Y,1006I,1,"c(-95.2496, 29.844)",NA,NA
2016-04-12,TCEQMAIN-10938,Escherichia coli,100,0806_01,N,0806,0,"c(-97.2889, 32.7523)",USGS-08048543,296
2014-07-29,TCEQMAIN-11126,Escherichia coli,86,1006D_02,Y,1006D,1,"c(-95.3348, 29.8619)",USGS-08076500,15.4
2017-08-03,TCEQMAIN-15873,Escherichia coli,25000,1007R_03,Y,1007R,1,"c(-95.317, 29.8079)",USGS-08075763,3.64
